ID,Age,Gender,Country,Coffee_Intake,Caffeine_mg,Sleep_Hours,Sleep_Quality,Sleep_Quality_num,BMI,Stress_Level,Physical_Activity_Hours,Stress_Level_num,Occupation,Smoking,Alcohol_Consumption,Age_Group,Categoria_BMI
9012,19,Male,Italy,3.3,311.7,8.0,Good,3,25.2,Low,7.2,1,Healthcare,1,0,Joven,Sobrepeso
9013,18,Female,Switzerland,3.3,311.8,7.5,Good,3,21.7,Low,8.9,1,Office,0,1,Joven,Peso saludable
9014,36,Female,Italy,2.6,248.6,5.0,Poor,1,23.2,High,6.5,3,Service,0,0,Adulto,Peso saludable
9015,32,Female,Italy,1.2,112.6,7.2,Good,3,21.6,Low,2.3,1,Healthcare,0,0,Joven,Peso saludable
9016,23,Male,Spain,4.3,409.0,5.5,Fair,2,23.4,Medium,11.6,2,Office,0,0,Joven,Peso saludable
9017,18,Male,Netherlands,3.8,363.1,6.1,Good,3,29.5,Low,6.2,1,Office,0,0,Joven,Sobrepeso
9018,26,Male,France,5.8,555.2,4.3,Poor,1,22.5,High,1.4,3,Healthcare,0,1,Joven,Peso saludable
9019,32,Male,India,4.4,417.1,6.5,Good,3,31.3,Low,10.6,1,Other,0,0,Joven,Obesidad
9020,42,Female,Switzerland,3.0,282.9,6.8,Good,3,19.9,Low,11.5,1,Healthcare,0,1,Adulto,Peso saludable
9021,37,Female,Australia,5.1,489.2,6.6,Good,3,26.2,Low,1.6,1,Office,1,1,Adulto,Sobrepeso
9022,54,Male,Netherlands,2.6,248.0,6.1,Good,3,27.8,Low,6.8,1,Office,0,0,Adulto,Sobrepeso
9023,22,Female,Switzerland,2.6,249.2,6.3,Good,3,18.6,Low,7.2,1,Healthcare,0,0,Joven,Peso saludable
9024,45,Female,Australia,2.4,230.7,4.4,Poor,1,25.2,High,3.5,3,Other,0,0,Adulto,Sobrepeso
9025,35,Male,Canada,1.7,165.7,7.9,Good,3,18.7,Low,12.0,1,Student,0,0,Joven,Peso saludable
9026,43,Male,USA,5.8,554.6,4.0,Poor,1,31.4,High,8.0,3,Other,0,0,Adulto,Obesidad
9027,29,Male,Canada,1.3,119.1,7.3,Good,3,29.2,Low,8.6,1,Other,0,1,Joven,Sobrepeso
9028,47,Female,Australia,0.0,1.3,6.7,Good,3,26.6,Low,5.4,1,Other,0,0,Adulto,Sobrepeso
9029,38,Female,Australia,1.8,171.0,7.4,Good,3,24.1,Low,3.7,1,Healthcare,0,0,Adulto,Peso saludable
9030,26,Female,Australia,3.0,289.6,6.7,Good,3,21.9,Low,12.0,1,Student,0,0,Joven,Peso saludable
9031,34,Male,South Korea,1.7,160.4,5.6,Fair,2,21.4,Medium,8.0,2,Other,0,0,Joven,Peso saludable
9032,32,Female,Japan,2.0,186.8,7.4,Good,3,29.8,Low,3.6,1,Other,1,1,Joven,Sobrepeso
9033,40,Male,Italy,0.0,0.0,6.9,Good,3,24.7,Low,6.4,1,Service,1,0,Adulto,Peso saludable
9034,20,Other,Australia,0.6,59.5,6.6,Good,3,29.1,Low,8.3,1,Other,0,1,Joven,Sobrepeso
9035,34,Female,Norway,0.5,49.7,7.2,Good,3,29.3,Low,8.3,1,Service,0,0,Joven,Sobrepeso
9036,39,Male,Spain,3.8,356.8,7.8,Good,3,23.6,Low,8.4,1,Student,1,0,Adulto,Peso saludable
9037,35,Female,Germany,0.4,37.9,6.5,Good,3,23.3,Low,2.5,1,Other,0,1,Joven,Peso saludable
9038,51,Female,South Korea,1.5,144.9,7.2,Good,3,23.0,Low,8.3,1,Office,1,0,Adulto,Peso saludable
9039,44,Female,Belgium,2.2,210.6,6.9,Good,3,20.7,Low,5.2,1,Healthcare,0,1,Adulto,Peso saludable
9040,34,Male,India,0.9,83.8,6.4,Good,3,23.5,Low,8.5,1,Office,1,0,Joven,Peso saludable
9041,37,Male,USA,2.9,276.8,5.9,Fair,2,23.8,Medium,10.0,2,Other,0,0,Adulto,Peso saludable
9042,38,Female,Norway,3.2,301.6,5.3,Fair,2,26.6,Medium,3.5,2,Other,1,0,Adulto,Sobrepeso
9043,39,Female,Canada,4.7,445.8,6.9,Good,3,23.6,Low,1.8,1,Service,1,1,Adulto,Peso saludable
9044,18,Male,Belgium,2.5,237.9,5.9,Fair,2,27.1,Medium,9.1,2,Student,0,0,Joven,Sobrepeso
9045,31,Female,USA,0.0,0.0,5.5,Fair,2,26.3,Medium,10.4,2,Office,0,1,Joven,Sobrepeso
9046,18,Male,France,1.6,155.3,6.7,Good,3,26.9,Low,13.0,1,Other,0,1,Joven,Sobrepeso
9047,50,Female,Sweden,2.1,197.0,7.9,Good,3,24.6,Low,3.7,1,Healthcare,0,1,Adulto,Peso saludable
9048,34,Male,Canada,4.4,421.2,7.7,Good,3,26.0,Low,1.9,1,Healthcare,0,0,Joven,Sobrepeso
9049,32,Male,France,2.2,205.0,3.3,Poor,1,24.9,High,14.6,3,Student,0,0,Joven,Peso saludable
9050,45,Female,Canada,3.1,295.5,6.7,Good,3,17.9,Low,0.6,1,Office,0,0,Adulto,Bajo peso
9051,40,Male,UK,2.0,194.4,7.3,Good,3,22.3,Low,6.2,1,Service,0,0,Adulto,Peso saludable
9052,21,Female,Brazil,3.3,314.7,7.1,Good,3,20.4,Low,7.4,1,Service,0,0,Joven,Peso saludable
9053,34,Female,Norway,1.6,147.6,6.7,Good,3,30.0,Low,10.7,1,Service,0,1,Joven,Obesidad
9054,30,Male,Norway,0.0,0.0,8.9,Excellent,4,27.8,Low,12.2,1,Service,0,0,Joven,Sobrepeso
9055,18,Male,France,0.0,0.0,8.5,Excellent,4,25.0,Low,8.4,1,Healthcare,0,0,Joven,Sobrepeso
9056,26,Female,Norway,3.3,309.9,6.4,Good,3,25.5,Low,0.4,1,Healthcare,0,0,Joven,Sobrepeso
9057,32,Male,Spain,3.0,284.3,6.1,Good,3,29.7,Low,15.0,1,Other,0,1,Joven,Sobrepeso
9058,33,Female,Germany,3.1,294.8,6.9,Good,3,21.9,Low,9.6,1,Other,0,0,Joven,Peso saludable
9059,18,Female,China,2.7,254.4,7.2,Good,3,29.0,Low,12.5,1,Office,0,1,Joven,Sobrepeso
9060,48,Female,China,0.0,0.0,7.1,Good,3,31.2,Low,6.2,1,Office,0,0,Adulto,Obesidad
9061,33,Female,Brazil,1.5,145.4,6.9,Good,3,24.3,Low,0.8,1,Student,0,0,Joven,Peso saludable
9062,35,Male,Finland,2.3,223.2,8.5,Excellent,4,20.9,Low,1.2,1,Healthcare,1,0,Joven,Peso saludable
9063,39,Female,China,1.4,133.5,8.7,Excellent,4,23.3,Low,11.6,1,Student,0,0,Adulto,Peso saludable
9064,25,Other,India,3.4,318.6,7.4,Good,3,28.3,Low,3.2,1,Service,0,0,Joven,Sobrepeso
9065,40,Male,USA,2.3,215.4,7.8,Good,3,26.3,Low,12.8,1,Other,0,0,Adulto,Sobrepeso
9066,30,Female,Spain,3.5,331.3,7.5,Good,3,25.1,Low,3.8,1,Other,0,1,Joven,Sobrepeso
9067,24,Female,Germany,4.2,402.1,6.1,Good,3,20.5,Low,3.9,1,Student,0,0,Joven,Peso saludable
9068,41,Male,Switzerland,3.2,300.7,7.1,Good,3,24.3,Low,1.5,1,Student,0,1,Adulto,Peso saludable
9069,52,Male,South Korea,2.8,261.6,6.9,Good,3,25.3,Low,2.1,1,Healthcare,0,0,Adulto,Sobrepeso
9070,43,Female,France,0.5,50.2,8.4,Excellent,4,22.2,Low,1.9,1,Service,1,0,Adulto,Peso saludable
9071,46,Male,Finland,2.6,245.9,7.0,Good,3,22.4,Low,0.6,1,Office,0,1,Adulto,Peso saludable
9072,28,Male,Belgium,0.1,9.1,8.0,Excellent,4,27.0,Low,3.6,1,Office,0,0,Joven,Sobrepeso
9073,18,Male,Mexico,0.7,65.6,6.8,Good,3,26.5,Low,0.3,1,Student,0,0,Joven,Sobrepeso
9074,52,Male,China,2.9,278.8,7.4,Good,3,24.2,Low,10.6,1,Student,0,0,Adulto,Peso saludable
9075,59,Male,Canada,0.6,57.1,7.2,Good,3,23.3,Low,9.2,1,Student,0,0,Mayor,Peso saludable
9076,53,Female,Brazil,5.9,560.7,5.2,Fair,2,23.6,Medium,2.6,2,Office,0,0,Adulto,Peso saludable
9077,30,Male,Finland,3.9,367.7,7.3,Good,3,28.2,Low,12.9,1,Other,0,1,Joven,Sobrepeso
9078,21,Other,Finland,2.6,244.6,7.9,Good,3,26.4,Low,4.3,1,Other,0,0,Joven,Sobrepeso
9079,22,Male,Sweden,0.0,0.0,5.0,Fair,2,24.8,Medium,8.0,2,Office,0,1,Joven,Peso saludable
9080,18,Male,Japan,0.0,0.0,4.9,Poor,1,30.6,High,12.2,3,Other,0,1,Joven,Obesidad
9081,33,Male,Spain,5.9,562.2,6.4,Good,3,21.4,Low,5.5,1,Healthcare,0,0,Joven,Peso saludable
9082,54,Male,Sweden,1.7,159.4,7.2,Good,3,19.5,Low,3.8,1,Student,0,1,Adulto,Peso saludable
9083,33,Male,Norway,4.3,406.2,5.3,Fair,2,15.0,Medium,12.9,2,Service,0,0,Joven,Bajo peso
9084,38,Female,Australia,1.7,163.3,7.1,Good,3,26.2,Low,1.1,1,Service,0,1,Adulto,Sobrepeso
9085,51,Female,Finland,1.0,95.1,6.7,Good,3,30.2,Low,9.8,1,Other,0,0,Adulto,Obesidad
9086,30,Male,Sweden,0.9,85.5,4.4,Poor,1,29.9,High,12.6,3,Office,0,0,Joven,Sobrepeso
9087,59,Male,Italy,0.2,18.8,7.2,Good,3,21.6,Low,10.7,1,Healthcare,0,0,Mayor,Peso saludable
9088,58,Male,Germany,3.4,318.3,5.3,Fair,2,20.9,Medium,5.6,2,Service,0,0,Mayor,Peso saludable
9089,33,Female,Japan,3.1,291.7,7.2,Good,3,15.0,Low,14.3,1,Service,0,0,Joven,Bajo peso
9090,28,Female,Germany,1.7,160.5,6.1,Good,3,21.3,Low,2.0,1,Other,0,1,Joven,Peso saludable
9091,43,Male,Sweden,0.0,0.0,7.4,Good,3,19.6,Low,10.7,1,Office,0,0,Adulto,Peso saludable
9092,30,Male,Australia,2.1,201.9,8.1,Excellent,4,29.0,Low,10.8,1,Service,0,0,Joven,Sobrepeso
9093,21,Female,Italy,3.3,317.4,6.0,Fair,2,24.7,Medium,9.2,2,Healthcare,0,0,Joven,Peso saludable
9094,50,Male,Australia,5.8,552.3,6.0,Fair,2,24.3,Medium,7.3,2,Student,1,0,Adulto,Peso saludable
9095,49,Female,USA,4.0,383.5,7.9,Good,3,21.2,Low,14.3,1,Office,0,0,Adulto,Peso saludable
9096,36,Male,Finland,2.8,264.9,7.3,Good,3,18.6,Low,7.0,1,Student,0,0,Adulto,Peso saludable
9097,19,Female,Germany,1.2,117.0,6.7,Good,3,18.8,Low,5.0,1,Student,0,0,Joven,Peso saludable
9098,20,Female,Spain,4.4,415.1,8.1,Excellent,4,19.9,Low,7.7,1,Office,1,0,Joven,Peso saludable
9099,36,Other,Switzerland,2.7,253.8,6.3,Good,3,27.1,Low,12.0,1,Healthcare,1,0,Adulto,Sobrepeso
9100,29,Female,Australia,2.7,260.1,6.3,Good,3,18.4,Low,2.4,1,Healthcare,0,1,Joven,Bajo peso
9101,30,Male,China,4.3,405.8,5.3,Fair,2,26.2,Medium,5.6,2,Other,0,0,Joven,Sobrepeso
9102,47,Female,Belgium,2.1,202.8,7.4,Good,3,36.0,Low,8.5,1,Office,0,0,Adulto,Obesidad
9103,43,Male,South Korea,3.8,365.3,5.2,Fair,2,22.3,Medium,12.6,2,Office,0,0,Adulto,Peso saludable
9104,51,Other,Switzerland,0.7,66.4,8.5,Excellent,4,25.4,Low,6.0,1,Other,0,0,Adulto,Sobrepeso
9105,23,Female,Canada,1.4,135.7,6.1,Good,3,24.2,Low,8.3,1,Healthcare,0,0,Joven,Peso saludable
9106,30,Male,France,3.2,304.7,7.1,Good,3,18.9,Low,1.8,1,Office,0,0,Joven,Peso saludable
9107,44,Male,India,2.4,229.0,6.7,Good,3,19.8,Low,1.4,1,Office,0,0,Adulto,Peso saludable
9108,40,Female,Italy,2.1,200.4,7.3,Good,3,22.1,Low,3.2,1,Student,0,1,Adulto,Peso saludable
9109,53,Other,China,0.7,68.1,7.4,Good,3,23.8,Low,10.3,1,Student,0,0,Adulto,Peso saludable
9110,40,Female,Canada,3.9,374.4,6.5,Good,3,31.9,Low,3.2,1,Healthcare,0,0,Adulto,Obesidad
9111,57,Male,Germany,0.0,2.3,6.6,Good,3,21.4,Low,13.2,1,Student,0,0,Mayor,Peso saludable
9112,41,Male,Netherlands,3.8,362.4,6.7,Good,3,20.7,Low,13.5,1,Student,0,0,Adulto,Peso saludable
9113,47,Male,Japan,2.6,244.8,8.1,Excellent,4,20.3,Low,4.0,1,Healthcare,0,0,Adulto,Peso saludable
9114,31,Female,Germany,2.6,247.0,6.2,Good,3,28.8,Low,1.6,1,Healthcare,0,0,Joven,Sobrepeso
9115,35,Other,China,2.4,230.5,5.3,Fair,2,21.7,Medium,6.2,2,Other,0,1,Joven,Peso saludable
9116,45,Female,China,1.2,114.3,7.6,Good,3,30.7,Low,11.9,1,Office,0,0,Adulto,Obesidad
9117,54,Female,Switzerland,2.4,232.5,6.9,Good,3,25.3,Low,1.6,1,Office,0,0,Adulto,Sobrepeso
9118,43,Female,India,3.0,289.6,8.2,Excellent,4,30.4,Low,1.5,1,Healthcare,0,0,Adulto,Obesidad
9119,34,Female,Norway,3.1,296.2,7.2,Good,3,24.3,Low,3.7,1,Healthcare,0,0,Joven,Peso saludable
9120,51,Female,South Korea,2.4,223.3,8.1,Excellent,4,23.3,Low,10.4,1,Service,0,1,Adulto,Peso saludable
9121,18,Female,Brazil,2.3,221.4,8.7,Excellent,4,24.9,Low,5.6,1,Student,0,0,Joven,Peso saludable
9122,18,Male,Canada,2.3,220.3,6.3,Good,3,29.4,Low,11.1,1,Service,0,0,Joven,Sobrepeso
9123,43,Female,Mexico,2.1,201.0,6.6,Good,3,25.1,Low,6.1,1,Office,1,0,Adulto,Sobrepeso
9124,35,Male,Norway,0.0,0.0,8.3,Excellent,4,26.2,Low,1.2,1,Healthcare,0,0,Joven,Sobrepeso
9125,42,Male,Sweden,1.7,163.3,6.8,Good,3,24.4,Low,15.0,1,Other,0,0,Adulto,Peso saludable
9126,35,Female,Belgium,0.9,89.5,6.4,Good,3,23.2,Low,10.2,1,Office,0,1,Joven,Peso saludable
9127,41,Female,India,2.3,214.4,6.3,Good,3,26.1,Low,9.5,1,Healthcare,1,1,Adulto,Sobrepeso
9128,25,Female,Japan,1.1,106.8,6.1,Good,3,25.0,Low,7.4,1,Office,0,1,Joven,Sobrepeso
9129,41,Male,Italy,3.0,286.6,4.1,Poor,1,25.0,High,1.2,3,Service,1,0,Adulto,Sobrepeso
9130,46,Female,Canada,4.3,406.8,7.1,Good,3,19.2,Low,14.8,1,Healthcare,1,0,Adulto,Peso saludable
9131,49,Female,India,2.0,191.9,5.8,Fair,2,21.9,Medium,7.0,2,Student,0,1,Adulto,Peso saludable
9132,59,Male,South Korea,2.9,276.3,4.8,Poor,1,24.2,High,0.6,3,Other,1,0,Mayor,Peso saludable
9133,37,Female,Brazil,1.8,170.1,7.8,Good,3,18.7,Low,5.1,1,Healthcare,0,0,Adulto,Peso saludable
9134,38,Male,China,2.3,222.8,4.9,Poor,1,27.0,High,0.5,3,Office,0,0,Adulto,Sobrepeso
9135,18,Male,Italy,4.5,431.4,7.7,Good,3,19.3,Low,7.6,1,Healthcare,0,0,Joven,Peso saludable
9136,28,Female,Japan,0.2,17.3,7.8,Good,3,21.0,Low,11.3,1,Student,1,1,Joven,Peso saludable
9137,32,Male,USA,1.5,141.4,7.3,Good,3,25.4,Low,14.4,1,Student,0,0,Joven,Sobrepeso
9138,47,Male,UK,2.7,252.6,5.2,Fair,2,18.5,Medium,12.7,2,Healthcare,0,0,Adulto,Peso saludable
9139,27,Male,Sweden,2.2,213.7,4.5,Poor,1,26.7,High,4.1,3,Service,0,1,Joven,Sobrepeso
9140,44,Male,India,1.9,184.0,5.8,Fair,2,19.2,Medium,5.2,2,Other,0,0,Adulto,Peso saludable
9141,34,Male,Brazil,0.7,69.3,3.8,Poor,1,25.7,High,7.8,3,Other,0,0,Joven,Sobrepeso
9142,32,Male,Switzerland,3.1,299.1,3.7,Poor,1,22.1,High,10.3,3,Student,1,0,Joven,Peso saludable
9143,37,Male,Netherlands,2.3,223.1,7.7,Good,3,24.6,Low,11.0,1,Office,0,1,Adulto,Peso saludable
9144,30,Male,Sweden,3.5,329.1,8.9,Excellent,4,23.0,Low,12.7,1,Student,1,0,Joven,Peso saludable
9145,29,Male,Netherlands,4.1,385.6,6.5,Good,3,21.0,Low,3.4,1,Service,1,1,Joven,Peso saludable
9146,18,Male,South Korea,2.4,231.5,6.7,Good,3,15.0,Low,1.7,1,Student,0,1,Joven,Bajo peso
9147,32,Female,Norway,4.5,426.4,5.6,Fair,2,19.0,Medium,2.7,2,Service,1,1,Joven,Peso saludable
9148,29,Female,UK,4.1,386.5,7.5,Good,3,17.2,Low,14.2,1,Service,0,1,Joven,Bajo peso
9149,28,Male,Brazil,1.8,175.3,4.9,Poor,1,21.5,High,2.0,3,Office,1,1,Joven,Peso saludable
9150,40,Female,France,4.7,446.2,6.5,Good,3,26.5,Low,4.8,1,Healthcare,1,1,Adulto,Sobrepeso
9151,42,Other,Japan,3.5,331.0,8.7,Excellent,4,30.5,Low,2.9,1,Office,0,0,Adulto,Obesidad
9152,37,Female,Switzerland,4.4,419.6,6.5,Good,3,28.5,Low,1.7,1,Office,0,0,Adulto,Sobrepeso
9153,46,Male,UK,0.0,0.0,6.7,Good,3,27.2,Low,7.9,1,Healthcare,0,0,Adulto,Sobrepeso
9154,41,Female,Australia,3.5,333.0,8.3,Excellent,4,30.5,Low,5.7,1,Healthcare,0,0,Adulto,Obesidad
9155,31,Male,Germany,3.0,281.9,8.8,Excellent,4,28.7,Low,10.9,1,Healthcare,0,0,Joven,Sobrepeso
9156,29,Male,Italy,1.3,121.1,8.6,Excellent,4,31.4,Low,5.9,1,Office,1,1,Joven,Obesidad
9157,38,Male,South Korea,0.3,23.9,6.9,Good,3,24.8,Low,8.3,1,Student,0,0,Adulto,Peso saludable
9158,41,Male,UK,2.3,216.1,7.7,Good,3,26.2,Low,12.3,1,Student,1,0,Adulto,Sobrepeso
9159,51,Female,Brazil,2.6,244.6,8.4,Excellent,4,18.7,Low,7.9,1,Office,1,0,Adulto,Peso saludable
9160,49,Female,Sweden,1.6,153.7,6.2,Good,3,18.6,Low,6.6,1,Healthcare,1,0,Adulto,Peso saludable
9161,28,Female,China,1.4,130.6,5.7,Fair,2,27.1,Medium,2.0,2,Office,0,0,Joven,Sobrepeso
9162,33,Male,Japan,1.7,159.2,7.3,Good,3,19.6,Low,8.4,1,Student,0,1,Joven,Peso saludable
9163,43,Male,Mexico,1.5,141.5,5.6,Fair,2,24.2,Medium,1.5,2,Healthcare,0,0,Adulto,Peso saludable
9164,47,Male,Germany,3.9,370.2,5.0,Poor,1,31.0,High,1.6,3,Office,0,1,Adulto,Obesidad
9165,46,Male,Sweden,1.3,123.0,6.1,Good,3,24.0,Low,6.8,1,Student,1,0,Adulto,Peso saludable
9166,34,Other,Australia,0.0,3.1,6.0,Fair,2,26.1,Medium,7.8,2,Healthcare,1,0,Joven,Sobrepeso
9167,19,Female,Italy,3.7,349.5,5.3,Fair,2,22.9,Medium,11.2,2,Healthcare,0,1,Joven,Peso saludable
9168,23,Female,Spain,3.9,367.8,6.6,Good,3,28.0,Low,6.8,1,Other,0,0,Joven,Sobrepeso
9169,38,Female,Spain,2.3,220.3,7.0,Good,3,26.7,Low,9.3,1,Healthcare,1,0,Adulto,Sobrepeso
9170,39,Male,Finland,0.8,76.8,5.2,Fair,2,26.8,Medium,13.8,2,Student,0,0,Adulto,Sobrepeso
9171,21,Male,Switzerland,0.0,0.0,7.5,Good,3,27.2,Low,14.1,1,Student,0,0,Joven,Sobrepeso
9172,35,Male,Belgium,2.6,242.5,6.8,Good,3,22.0,Low,4.0,1,Service,0,0,Joven,Peso saludable
9173,42,Male,Spain,3.3,310.6,5.3,Fair,2,34.4,Medium,6.8,2,Student,0,1,Adulto,Obesidad
9174,21,Female,Finland,1.3,121.7,6.8,Good,3,23.1,Low,8.0,1,Student,0,0,Joven,Peso saludable
9175,48,Male,India,3.7,351.8,6.8,Good,3,23.0,Low,6.7,1,Student,0,0,Adulto,Peso saludable
9176,30,Male,UK,0.4,33.5,7.4,Good,3,20.7,Low,14.5,1,Healthcare,1,1,Joven,Peso saludable
9177,50,Female,Netherlands,2.6,247.7,7.7,Good,3,24.0,Low,4.4,1,Service,0,1,Adulto,Peso saludable
9178,28,Female,Spain,0.0,0.0,8.0,Good,3,24.9,Low,7.8,1,Service,0,0,Joven,Peso saludable
9179,22,Male,Italy,1.1,102.3,6.9,Good,3,23.3,Low,1.9,1,Office,0,0,Joven,Peso saludable
9180,29,Female,Japan,0.0,0.0,5.9,Fair,2,29.3,Medium,9.4,2,Office,0,0,Joven,Sobrepeso
9181,33,Male,Finland,3.3,317.9,5.9,Fair,2,25.2,Medium,4.9,2,Service,0,1,Joven,Sobrepeso
9182,30,Female,UK,3.0,286.1,6.8,Good,3,27.7,Low,12.1,1,Service,0,0,Joven,Sobrepeso
9183,32,Male,China,6.2,586.5,7.6,Good,3,16.4,Low,2.0,1,Healthcare,0,0,Joven,Bajo peso
9184,39,Male,China,2.8,265.2,3.8,Poor,1,23.0,High,13.2,3,Student,0,0,Adulto,Peso saludable
9185,32,Female,Germany,1.9,176.3,6.8,Good,3,26.3,Low,6.5,1,Service,0,0,Joven,Sobrepeso
9186,34,Male,Netherlands,1.0,90.5,6.7,Good,3,20.0,Low,6.1,1,Other,0,1,Joven,Peso saludable
9187,18,Female,Australia,4.0,378.0,6.7,Good,3,20.3,Low,11.5,1,Healthcare,0,0,Joven,Peso saludable
9188,39,Female,USA,6.5,614.1,4.4,Poor,1,24.0,High,4.5,3,Office,0,1,Adulto,Peso saludable
9189,33,Male,Japan,4.0,381.3,7.5,Good,3,23.9,Low,12.9,1,Healthcare,0,1,Joven,Peso saludable
9190,54,Female,Canada,2.8,267.7,6.6,Good,3,21.8,Low,4.2,1,Service,1,1,Adulto,Peso saludable
9191,23,Female,Italy,2.6,247.4,6.3,Good,3,23.1,Low,11.0,1,Other,0,1,Joven,Peso saludable
9192,18,Male,Italy,0.1,5.0,7.5,Good,3,27.7,Low,0.8,1,Service,1,0,Joven,Sobrepeso
9193,42,Female,Sweden,3.8,362.9,6.8,Good,3,22.4,Low,10.5,1,Office,1,0,Adulto,Peso saludable
9194,39,Female,Switzerland,1.4,135.2,6.8,Good,3,18.8,Low,3.9,1,Healthcare,0,0,Adulto,Peso saludable
9195,22,Female,Belgium,0.7,66.3,6.2,Good,3,23.8,Low,10.9,1,Office,0,0,Joven,Peso saludable
9196,18,Female,Brazil,2.2,210.8,6.4,Good,3,22.0,Low,12.4,1,Service,0,0,Joven,Peso saludable
9197,53,Female,China,1.3,126.5,6.8,Good,3,28.0,Low,2.6,1,Service,0,0,Adulto,Sobrepeso
9198,51,Other,India,1.1,105.9,9.0,Excellent,4,30.3,Low,2.5,1,Healthcare,0,0,Adulto,Obesidad
9199,18,Female,Italy,1.8,167.8,6.9,Good,3,19.8,Low,11.2,1,Service,0,1,Joven,Peso saludable
9200,29,Male,Norway,0.0,0.0,7.8,Good,3,25.7,Low,2.5,1,Student,1,0,Joven,Sobrepeso
9201,54,Male,Italy,2.1,200.4,7.7,Good,3,15.1,Low,0.3,1,Healthcare,0,1,Adulto,Bajo peso
9202,29,Male,Italy,2.9,271.8,6.6,Good,3,26.8,Low,0.9,1,Office,0,0,Joven,Sobrepeso
9203,29,Female,Norway,1.0,96.5,8.5,Excellent,4,25.5,Low,0.4,1,Other,0,0,Joven,Sobrepeso
9204,31,Female,Norway,4.5,429.5,4.3,Poor,1,24.5,High,13.6,3,Service,0,1,Joven,Peso saludable
9205,21,Male,Brazil,1.6,156.0,7.1,Good,3,23.9,Low,13.0,1,Other,1,0,Joven,Peso saludable
9206,18,Male,France,0.9,83.9,8.2,Excellent,4,20.1,Low,8.3,1,Office,0,0,Joven,Peso saludable
9207,47,Male,USA,3.7,353.9,7.1,Good,3,20.7,Low,7.7,1,Other,1,0,Adulto,Peso saludable
9208,18,Male,South Korea,2.6,246.7,4.5,Poor,1,20.2,High,3.7,3,Healthcare,0,0,Joven,Peso saludable
9209,37,Female,Brazil,4.5,428.7,6.7,Good,3,25.0,Low,7.5,1,Office,0,0,Adulto,Sobrepeso
9210,45,Female,Netherlands,4.9,466.6,6.2,Good,3,18.0,Low,14.0,1,Healthcare,0,0,Adulto,Bajo peso
9211,18,Female,Canada,0.4,40.6,7.0,Good,3,17.7,Low,8.6,1,Healthcare,0,0,Joven,Bajo peso
9212,23,Male,South Korea,5.8,554.8,5.7,Fair,2,29.9,Medium,0.9,2,Other,0,0,Joven,Sobrepeso
9213,49,Female,Switzerland,0.0,0.0,8.0,Excellent,4,24.8,Low,0.6,1,Student,0,1,Adulto,Peso saludable
9214,41,Female,China,0.6,56.8,6.7,Good,3,18.0,Low,13.1,1,Healthcare,0,0,Adulto,Bajo peso
9215,27,Female,Japan,0.5,47.0,8.5,Excellent,4,27.8,Low,3.3,1,Healthcare,1,1,Joven,Sobrepeso
9216,49,Female,Belgium,4.5,429.7,6.5,Good,3,20.5,Low,0.1,1,Office,0,1,Adulto,Peso saludable
9217,49,Male,Italy,3.3,311.5,5.8,Fair,2,21.5,Medium,11.2,2,Student,0,0,Adulto,Peso saludable
9218,38,Male,Belgium,2.9,276.9,8.9,Excellent,4,24.0,Low,12.3,1,Service,0,0,Adulto,Peso saludable
9219,24,Female,Canada,0.0,0.0,6.1,Good,3,18.6,Low,4.3,1,Healthcare,0,1,Joven,Peso saludable
9220,30,Female,Mexico,2.5,234.3,6.2,Good,3,26.4,Low,12.5,1,Office,0,0,Joven,Sobrepeso
9221,38,Female,South Korea,6.2,584.9,6.5,Good,3,21.6,Low,12.1,1,Other,0,0,Adulto,Peso saludable
9222,32,Male,Spain,3.3,311.0,4.7,Poor,1,15.0,High,7.3,3,Office,0,0,Joven,Bajo peso
9223,46,Female,Belgium,2.0,190.7,6.9,Good,3,25.4,Low,14.1,1,Student,1,1,Adulto,Sobrepeso
9224,18,Male,Sweden,4.1,391.6,5.7,Fair,2,29.3,Medium,12.7,2,Office,1,0,Joven,Sobrepeso
9225,18,Other,Switzerland,2.7,258.3,9.3,Excellent,4,29.0,Low,0.4,1,Service,1,0,Joven,Sobrepeso
9226,37,Female,Belgium,1.8,166.3,6.4,Good,3,18.9,Low,13.5,1,Other,0,0,Adulto,Peso saludable
9227,29,Female,Japan,1.5,140.7,5.6,Fair,2,26.0,Medium,8.1,2,Other,0,0,Joven,Sobrepeso
9228,27,Female,South Korea,3.3,314.8,6.9,Good,3,22.1,Low,7.0,1,Healthcare,1,1,Joven,Peso saludable
9229,18,Male,India,2.1,197.4,6.8,Good,3,25.1,Low,14.4,1,Student,1,0,Joven,Sobrepeso
9230,35,Male,Canada,2.8,261.3,7.6,Good,3,18.5,Low,4.3,1,Other,0,0,Joven,Peso saludable
9231,34,Male,Canada,0.0,0.0,6.0,Fair,2,21.5,Medium,6.6,2,Other,0,1,Joven,Peso saludable
9232,42,Male,Germany,2.3,221.9,8.5,Excellent,4,19.8,Low,2.8,1,Service,0,1,Adulto,Peso saludable
9233,35,Female,Norway,0.9,86.4,7.3,Good,3,16.5,Low,13.1,1,Office,0,0,Joven,Bajo peso
9234,33,Male,Finland,4.1,385.3,5.5,Fair,2,19.6,Medium,1.0,2,Service,0,0,Joven,Peso saludable
